count,streamType,tag,time,values
784990,4,14,1551447922,760.0;7.0
784991,4,14,1551447923,825.0;11.0
784992,4,14,1551447924,872.0;7.0
784993,4,14,1551447925,879.0;8.0
784995,4,14,1551447926,850.0;10.0
784994,4,14,1551447926,827.0;8.0
784996,4,14,1551447927,862.0;12.0
784997,4,14,1551447928,795.0;9.0
784998,4,14,1551447929,827.0;10.0
784999,4,14,1551447930,881.0;7.0
785001,4,14,1551447931,825.0;8.0
785000,4,14,1551447931,860.0;8.0
785002,4,14,1551447932,795.0;6.0
785003,4,14,1551447933,827.0;6.0
785004,4,14,1551447934,817.0;9.0
785006,4,14,1551447935,802.0;7.0
785005,4,14,1551447935,767.0;8.0
785007,4,14,1551447936,883.0;9.0
785008,4,14,1551447937,911.0;10.0
785009,4,14,1551447938,862.0;9.0
785010,4,14,1551447939,849.0;8.0
785011,4,14,1551447940,852.0;10.0
785013,4,14,1551447941,714.0;9.0
785012,4,14,1551447941,810.0;8.0
785014,4,14,1551447942,728.0;7.0
784954,4,14,1551447892,793.0;8.0
784953,4,14,1551447892,761.0;8.0
784955,4,14,1551447893,815.0;8.0
784956,4,14,1551447894,884.0;12.0
784957,4,14,1551447895,879.0;8.0
784958,4,14,1551447896,876.0;10.0
784960,4,14,1551447897,792.0;12.0
784959,4,14,1551447897,877.0;9.0
784961,4,14,1551447898,722.0;8.0
784962,4,14,1551447899,787.0;7.0
784963,4,14,1551447900,855.0;7.0
784964,4,14,1551447901,883.0;12.0
784966,4,14,1551447902,850.0;8.0
784965,4,14,1551447902,819.0;8.0
784967,4,14,1551447903,908.0;12.0
784968,4,14,1551447904,894.0;11.0
784969,4,14,1551447905,904.0;8.0
784970,4,14,1551447906,905.0;9.0
784971,4,14,1551447907,901.0;8.0
784972,4,14,1551447908,877.0;10.0
784974,4,14,1551447909,767.0;9.0
784973,4,14,1551447909,743.0;11.0
784975,4,14,1551447910,758.0;9.0
784976,4,14,1551447911,731.0;9.0
784978,4,14,1551447912,743.0;10.0
784977,4,14,1551447912,729.0;11.0
784979,4,14,1551447913,774.0;10.0
784980,4,14,1551447914,747.0;8.0
784982,4,14,1551447915,816.0;8.0
784981,4,14,1551447915,737.0;8.0
784983,4,14,1551447916,893.0;9.0
784922,4,14,1551447868,782.0;8.0
784923,4,14,1551447868,825.0;8.0
784924,4,14,1551447869,833.0;8.0
784926,4,14,1551447870,772.0;8.0
784925,4,14,1551447870,809.0;12.0
784927,4,14,1551447871,795.0;9.0
784928,4,14,1551447872,840.0;7.0
784929,4,14,1551447873,863.0;9.0
784931,4,14,1551447874,766.0;7.0
784930,4,14,1551447874,791.0;10.0
784932,4,14,1551447875,794.0;9.0
784933,4,14,1551447876,837.0;8.0
784934,4,14,1551447877,831.0;8.0
784936,4,14,1551447878,805.0;7.0
784935,4,14,1551447878,780.0;8.0
784937,4,14,1551447879,830.0;10.0
784938,4,14,1551447880,816.0;13.0
784939,4,14,1551447881,750.0;12.0
784941,4,14,1551447882,781.0;9.0
784940,4,14,1551447882,769.0;9.0
784942,4,14,1551447883,739.0;11.0
784944,4,14,1551447884,633.0;10.0
784943,4,14,1551447884,682.0;11.0
784945,4,14,1551447885,669.0;9.0
784946,4,14,1551447886,700.0;9.0
784948,4,14,1551447887,810.0;11.0
784947,4,14,1551447887,768.0;11.0
784949,4,14,1551447888,862.0;9.0
784950,4,14,1551447889,857.0;9.0
784951,4,14,1551447890,868.0;8.0
784952,4,14,1551447891,879.0;10.0
784892,4,14,1551447842,930.0;9.0
784893,4,14,1551447843,889.0;15.0
784894,4,14,1551447844,845.0;9.0
784896,4,14,1551447845,875.0;8.0
784895,4,14,1551447845,852.0;10.0
784897,4,14,1551447846,898.0;8.0
784898,4,14,1551447847,903.0;7.0
784899,4,14,1551447848,839.0;9.0
784900,4,14,1551447849,817.0;9.0
784901,4,14,1551447850,819.0;9.0
784903,4,14,1551447851,719.0;8.0
784902,4,14,1551447851,768.0;8.0
784904,4,14,1551447852,761.0;7.0
784905,4,14,1551447853,840.0;8.0
784906,4,14,1551447854,931.0;12.0
784907,4,14,1551447855,933.0;11.0
784909,4,14,1551447856,859.0;8.0
784908,4,14,1551447856,898.0;10.0
784910,4,14,1551447857,858.0;9.0
784911,4,14,1551447858,785.0;7.0
784912,4,14,1551447859,707.0;7.0
784914,4,14,1551447860,777.0;8.0
784913,4,14,1551447860,725.0;7.0
784915,4,14,1551447861,871.0;7.0
784916,4,14,1551447862,877.0;11.0
784917,4,14,1551447863,820.0;9.0
784918,4,14,1551447864,844.0;8.0
784920,4,14,1551447865,871.0;10.0
784919,4,14,1551447865,881.0;10.0
784921,4,14,1551447866,816.0;10.0
784862,4,14,1551447817,778.0;8.0
784863,4,14,1551447818,827.0;10.0
784864,4,14,1551447819,865.0;9.0
784866,4,14,1551447820,736.0;10.0
784865,4,14,1551447820,808.0;10.0
784867,4,14,1551447821,749.0;10.0
784868,4,14,1551447822,801.0;9.0
784870,4,14,1551447823,758.0;8.0
784869,4,14,1551447823,783.0;8.0
784871,4,14,1551447824,818.0;7.0
784872,4,14,1551447825,897.0;12.0
784873,4,14,1551447826,839.0;9.0
784874,4,14,1551447827,822.0;9.0
784876,4,14,1551447828,857.0;11.0
784875,4,14,1551447828,835.0;9.0
784877,4,14,1551447829,831.0;10.0
784878,4,14,1551447830,767.0;9.0
784879,4,14,1551447831,793.0;9.0
784880,4,14,1551447832,867.0;9.0
784881,4,14,1551447833,917.0;9.0
784883,4,14,1551447834,914.0;8.0
784882,4,14,1551447834,925.0;7.0
784884,4,14,1551447835,905.0;8.0
784885,4,14,1551447836,845.0;7.0
784886,4,14,1551447837,846.0;7.0
784887,4,14,1551447838,818.0;8.0
784889,4,14,1551447839,757.0;7.0
784888,4,14,1551447839,796.0;7.0
784890,4,14,1551447840,782.0;8.0
784891,4,14,1551447841,871.0;9.0
784829,4,14,1551447793,771.0;11.0
784831,4,14,1551447793,749.0;13.0
784830,4,14,1551447793,724.0;11.0
784832,4,14,1551447794,705.0;12.0
784834,4,14,1551447795,648.0;15.0
784833,4,14,1551447795,683.0;13.0
784835,4,14,1551447796,669.0;12.0
784836,4,14,1551447797,728.0;11.0
784838,4,14,1551447798,841.0;11.0
784837,4,14,1551447798,786.0;10.0
784839,4,14,1551447799,749.0;11.0
784840,4,14,1551447800,754.0;11.0
784841,4,14,1551447801,801.0;15.0
784843,4,14,1551447802,836.0;10.0
784842,4,14,1551447802,784.0;10.0
784844,4,14,1551447803,688.0;12.0
784845,4,14,1551447804,796.0;11.0
784847,4,14,1551447805,785.0;11.0
784846,4,14,1551447805,745.0;11.0
784848,4,14,1551447806,693.0;11.0
784849,4,14,1551447807,697.0;10.0
784851,4,14,1551447808,751.0;8.0
784850,4,14,1551447808,733.0;9.0
784852,4,14,1551447809,777.0;9.0
784853,4,14,1551447810,748.0;9.0
784855,4,14,1551447811,839.0;8.0
784854,4,14,1551447811,800.0;7.0
784856,4,14,1551447812,841.0;10.0
784857,4,14,1551447813,835.0;9.0
784858,4,14,1551447814,870.0;10.0
784860,4,14,1551447815,724.0;8.0
784859,4,14,1551447815,798.0;8.0
784861,4,14,1551447816,765.0;8.0
784795,4,14,1551447769,684.0;9.0
784797,4,14,1551447770,677.0;11.0
784796,4,14,1551447770,737.0;9.0
784798,4,14,1551447771,648.0;10.0
784800,4,14,1551447772,664.0;12.0
784799,4,14,1551447772,697.0;10.0
784801,4,14,1551447773,663.0;15.0
784803,4,14,1551447774,668.0;10.0
784802,4,14,1551447774,594.0;13.0
784805,4,14,1551447775,642.0;9.0
784804,4,14,1551447775,648.0;8.0
784806,4,14,1551447776,672.0;10.0
784808,4,14,1551447777,643.0;12.0
784807,4,14,1551447777,648.0;10.0
784809,4,14,1551447778,661.0;11.0
784811,4,14,1551447779,666.0;12.0
784810,4,14,1551447779,662.0;12.0
784812,4,14,1551447780,644.0;10.0
784814,4,14,1551447781,659.0;9.0
784813,4,14,1551447781,640.0;9.0
784815,4,14,1551447782,664.0;8.0
784817,4,14,1551447783,664.0;12.0
784816,4,14,1551447783,652.0;10.0
784818,4,14,1551447784,655.0;11.0
784820,4,14,1551447785,654.0;10.0
784819,4,14,1551447785,628.0;10.0
784821,4,14,1551447786,664.0;11.0
784823,4,14,1551447787,653.0;12.0
784822,4,14,1551447787,723.0;10.0
784824,4,14,1551447788,684.0;9.0
784825,4,14,1551447789,743.0;10.0
784827,4,14,1551447790,813.0;10.0
784826,4,14,1551447790,809.0;9.0
784828,4,14,1551447791,781.0;10.0
784763,4,14,1551447745,836.0;8.0
784764,4,14,1551447745,802.0;10.0
784766,4,14,1551447746,814.0;8.0
784765,4,14,1551447746,784.0;7.0
784767,4,14,1551447747,820.0;8.0
784768,4,14,1551447748,800.0;8.0
784769,4,14,1551447749,788.0;8.0
784771,4,14,1551447750,826.0;8.0
784770,4,14,1551447750,794.0;8.0
784772,4,14,1551447751,780.0;10.0
784773,4,14,1551447752,800.0;8.0
784774,4,14,1551447753,824.0;7.0
784776,4,14,1551447754,761.0;8.0
784775,4,14,1551447754,821.0;11.0
784777,4,14,1551447755,825.0;7.0
784778,4,14,1551447756,845.0;9.0
784779,4,14,1551447757,772.0;9.0
784781,4,14,1551447758,800.0;9.0
784780,4,14,1551447758,759.0;8.0
784782,4,14,1551447759,821.0;9.0
784783,4,14,1551447760,779.0;7.0
784784,4,14,1551447761,776.0;8.0
784786,4,14,1551447762,799.0;8.0
784785,4,14,1551447762,782.0;10.0
784787,4,14,1551447763,717.0;7.0
784788,4,14,1551447764,743.0;9.0
784790,4,14,1551447765,769.0;10.0
784789,4,14,1551447765,776.0;9.0
784791,4,14,1551447766,714.0;10.0
784793,4,14,1551447767,714.0;8.0
784792,4,14,1551447767,731.0;12.0
784794,4,14,1551447768,682.0;9.0
784733,4,14,1551447719,787.0;9.0
784732,4,14,1551447719,888.0;11.0
784734,4,14,1551447720,789.0;9.0
784735,4,14,1551447721,782.0;8.0
784736,4,14,1551447722,814.0;11.0
784738,4,14,1551447723,779.0;9.0
784737,4,14,1551447723,757.0;9.0
784739,4,14,1551447724,806.0;8.0
784740,4,14,1551447725,822.0;9.0
784741,4,14,1551447726,794.0;8.0
784743,4,14,1551447727,849.0;10.0
784742,4,14,1551447727,817.0;10.0
784744,4,14,1551447728,826.0;11.0
784745,4,14,1551447729,807.0;8.0
784746,4,14,1551447730,823.0;10.0
784747,4,14,1551447731,860.0;11.0
784749,4,14,1551447732,823.0;11.0
784748,4,14,1551447732,870.0;10.0
784750,4,14,1551447733,816.0;9.0
784751,4,14,1551447734,835.0;7.0
784752,4,14,1551447735,805.0;8.0
784754,4,14,1551447736,808.0;9.0
784753,4,14,1551447736,795.0;8.0
784755,4,14,1551447737,827.0;10.0
784756,4,14,1551447738,833.0;8.0
784757,4,14,1551447739,804.0;8.0
784758,4,14,1551447740,846.0;8.0
784760,4,14,1551447741,813.0;8.0
784759,4,14,1551447741,862.0;11.0
784761,4,14,1551447742,827.0;9.0
784762,4,14,1551447743,828.0;9.0
784699,4,14,1551447696,764.0;8.0
784701,4,14,1551447696,803.0;9.0
784700,4,14,1551447696,816.0;8.0
784702,4,14,1551447697,736.0;9.0
784703,4,14,1551447698,736.0;10.0
784705,4,14,1551447699,780.0;8.0
784704,4,14,1551447699,772.0;8.0
784706,4,14,1551447700,787.0;9.0
784707,4,14,1551447701,788.0;10.0
784709,4,14,1551447702,689.0;11.0
784708,4,14,1551447702,777.0;10.0
784710,4,14,1551447703,677.0;11.0
784712,4,14,1551447704,621.0;15.0
784711,4,14,1551447704,686.0;11.0
784713,4,14,1551447705,685.0;11.0
784715,4,14,1551447706,593.0;15.0
784714,4,14,1551447706,656.0;13.0
784716,4,14,1551447707,641.0;12.0
784718,4,14,1551447708,671.0;12.0
784717,4,14,1551447708,623.0;12.0
784719,4,14,1551447709,680.0;12.0
784721,4,14,1551447710,673.0;10.0
784720,4,14,1551447710,677.0;12.0
784722,4,14,1551447711,729.0;11.0
784724,4,14,1551447712,647.0;13.0
784723,4,14,1551447712,709.0;11.0
784725,4,14,1551447713,678.0;12.0
784727,4,14,1551447714,757.0;10.0
784726,4,14,1551447714,705.0;11.0
784728,4,14,1551447715,765.0;10.0
784729,4,14,1551447716,760.0;11.0
784730,4,14,1551447717,818.0;10.0
784731,4,14,1551447718,862.0;9.0
784668,4,14,1551447671,790.0;8.0
784669,4,14,1551447671,763.0;7.0
784671,4,14,1551447672,799.0;9.0
784670,4,14,1551447672,746.0;8.0
784672,4,14,1551447673,842.0;8.0
784673,4,14,1551447674,861.0;10.0
784674,4,14,1551447675,861.0;10.0
784675,4,14,1551447676,839.0;10.0
784677,4,14,1551447677,818.0;13.0
784676,4,14,1551447677,811.0;9.0
784678,4,14,1551447678,748.0;9.0
784679,4,14,1551447679,745.0;8.0
784681,4,14,1551447680,710.0;7.0
784680,4,14,1551447680,715.0;7.0
784682,4,14,1551447681,673.0;7.0
784683,4,14,1551447682,707.0;7.0
784685,4,14,1551447683,804.0;9.0
784684,4,14,1551447683,774.0;10.0
784686,4,14,1551447684,820.0;13.0
784687,4,14,1551447685,829.0;7.0
784688,4,14,1551447686,863.0;10.0
784689,4,14,1551447687,888.0;9.0
784691,4,14,1551447688,792.0;8.0
784690,4,14,1551447688,830.0;9.0
784692,4,14,1551447689,799.0;9.0
784693,4,14,1551447690,805.0;8.0
784694,4,14,1551447691,821.0;10.0
784696,4,14,1551447692,794.0;8.0
784695,4,14,1551447692,789.0;9.0
784697,4,14,1551447693,806.0;8.0
784698,4,14,1551447694,748.0;9.0
784636,4,14,1551447646,702.0;9.0
784638,4,14,1551447647,731.0;9.0
784637,4,14,1551447647,697.0;8.0
784639,4,14,1551447648,741.0;11.0
784640,4,14,1551447649,737.0;11.0
784642,4,14,1551447650,667.0;11.0
784641,4,14,1551447650,720.0;10.0
784643,4,14,1551447651,699.0;9.0
784645,4,14,1551447652,685.0;10.0
784644,4,14,1551447652,688.0;9.0
784646,4,14,1551447653,702.0;10.0
784648,4,14,1551447654,649.0;12.0
784647,4,14,1551447654,694.0;11.0
784649,4,14,1551447655,590.0;15.0
784651,4,14,1551447656,711.0;11.0
784650,4,14,1551447656,684.0;12.0
784652,4,14,1551447657,815.0;10.0
784653,4,14,1551447658,882.0;15.0
784654,4,14,1551447659,908.0;9.0
784655,4,14,1551447660,893.0;13.0
784656,4,14,1551447661,862.0;9.0
784658,4,14,1551447662,812.0;9.0
784657,4,14,1551447662,833.0;9.0
784659,4,14,1551447663,833.0;9.0
784660,4,14,1551447664,808.0;9.0
784661,4,14,1551447665,747.0;9.0
784663,4,14,1551447666,753.0;9.0
784662,4,14,1551447666,758.0;8.0
784664,4,14,1551447667,772.0;9.0
784665,4,14,1551447668,716.0;9.0
784667,4,14,1551447669,764.0;8.0
784666,4,14,1551447669,735.0;7.0
784604,4,14,1551447622,723.0;8.0
784605,4,14,1551447622,754.0;8.0
784606,4,14,1551447623,768.0;10.0
784608,4,14,1551447624,778.0;9.0
784607,4,14,1551447624,796.0;9.0
784609,4,14,1551447625,832.0;10.0
784610,4,14,1551447626,849.0;10.0
784611,4,14,1551447627,800.0;11.0
784613,4,14,1551447628,727.0;8.0
784612,4,14,1551447628,781.0;10.0
784614,4,14,1551447629,757.0;8.0
784615,4,14,1551447630,798.0;9.0
784617,4,14,1551447631,743.0;9.0
784616,4,14,1551447631,769.0;9.0
784618,4,14,1551447632,756.0;9.0
784619,4,14,1551447633,807.0;8.0
784620,4,14,1551447634,816.0;9.0
784622,4,14,1551447635,740.0;10.0
784621,4,14,1551447635,795.0;8.0
784623,4,14,1551447636,792.0;10.0
784624,4,14,1551447637,807.0;9.0
784626,4,14,1551447638,753.0;10.0
784625,4,14,1551447638,803.0;9.0
784627,4,14,1551447639,743.0;9.0
784628,4,14,1551447640,783.0;8.0
784629,4,14,1551447641,791.0;8.0
784631,4,14,1551447642,746.0;9.0
784630,4,14,1551447642,801.0;9.0
784632,4,14,1551447643,740.0;8.0
784633,4,14,1551447644,786.0;8.0
784635,4,14,1551447645,765.0;9.0
784634,4,14,1551447645,789.0;6.0
784572,4,14,1551447597,742.0;12.0
784573,4,14,1551447598,705.0;12.0
784575,4,14,1551447599,769.0;11.0
784574,4,14,1551447599,777.0;12.0
784576,4,14,1551447600,775.0;8.0
784577,4,14,1551447601,777.0;9.0
784579,4,14,1551447602,745.0;11.0
784578,4,14,1551447602,732.0;9.0
784580,4,14,1551447603,720.0;12.0
784581,4,14,1551447604,656.0;11.0
784583,4,14,1551447605,689.0;11.0
784582,4,14,1551447605,716.0;10.0
784584,4,14,1551447606,739.0;10.0
784586,4,14,1551447607,769.0;10.0
784585,4,14,1551447607,732.0;10.0
784587,4,14,1551447608,756.0;10.0
784588,4,14,1551447609,733.0;10.0
784590,4,14,1551447610,711.0;9.0
784589,4,14,1551447610,738.0;9.0
784591,4,14,1551447611,674.0;10.0
784593,4,14,1551447612,671.0;7.0
784592,4,14,1551447612,665.0;8.0
784594,4,14,1551447613,734.0;9.0
784595,4,14,1551447614,780.0;7.0
784596,4,14,1551447615,786.0;8.0
784598,4,14,1551447616,845.0;11.0
784597,4,14,1551447616,799.0;9.0
784599,4,14,1551447617,872.0;10.0
784600,4,14,1551447618,856.0;10.0
784601,4,14,1551447619,839.0;8.0
784603,4,14,1551447620,742.0;9.0
784602,4,14,1551447620,805.0;9.0
784540,4,14,1551447573,689.0;12.0
784541,4,14,1551447574,691.0;12.0
784543,4,14,1551447575,720.0;10.0
784542,4,14,1551447575,668.0;12.0
784544,4,14,1551447576,744.0;9.0
784546,4,14,1551447577,725.0;8.0
784545,4,14,1551447577,704.0;9.0
784547,4,14,1551447578,742.0;9.0
784548,4,14,1551447579,756.0;9.0
784550,4,14,1551447580,729.0;8.0
784549,4,14,1551447580,728.0;9.0
784551,4,14,1551447581,657.0;11.0
784553,4,14,1551447582,736.0;10.0
784552,4,14,1551447582,695.0;9.0
784554,4,14,1551447583,763.0;9.0
784555,4,14,1551447584,787.0;10.0
784556,4,14,1551447585,762.0;10.0
784558,4,14,1551447586,768.0;10.0
784557,4,14,1551447586,744.0;10.0
784559,4,14,1551447587,795.0;11.0
784560,4,14,1551447588,803.0;10.0
784562,4,14,1551447589,787.0;10.0
784561,4,14,1551447589,820.0;9.0
784563,4,14,1551447590,766.0;9.0
784564,4,14,1551447591,767.0;8.0
784565,4,14,1551447592,784.0;8.0
784567,4,14,1551447593,811.0;15.0
784566,4,14,1551447593,806.0;8.0
784568,4,14,1551447594,730.0;10.0
784569,4,14,1551447595,803.0;10.0
784571,4,14,1551447596,731.0;12.0
784570,4,14,1551447596,730.0;12.0
784507,4,14,1551447549,780.0;9.0
784508,4,14,1551447550,776.0;9.0
784509,4,14,1551447551,782.0;8.0
784511,4,14,1551447552,766.0;10.0
784510,4,14,1551447552,792.0;9.0
784512,4,14,1551447553,723.0;11.0
784514,4,14,1551447554,686.0;10.0
784513,4,14,1551447554,684.0;10.0
784515,4,14,1551447555,667.0;10.0
784517,4,14,1551447556,660.0;12.0
784516,4,14,1551447556,674.0;11.0
784518,4,14,1551447557,654.0;12.0
784520,4,14,1551447558,671.0;11.0
784519,4,14,1551447558,638.0;12.0
784521,4,14,1551447559,659.0;10.0
784523,4,14,1551447560,744.0;11.0
784522,4,14,1551447560,698.0;10.0
784524,4,14,1551447561,735.0;12.0
784525,4,14,1551447562,691.0;11.0
784527,4,14,1551447563,733.0;9.0
784526,4,14,1551447563,748.0;9.0
784528,4,14,1551447564,788.0;8.0
784529,4,14,1551447565,744.0;9.0
784531,4,14,1551447566,753.0;9.0
784530,4,14,1551447566,748.0;9.0
784532,4,14,1551447567,792.0;8.0
784533,4,14,1551447568,790.0;9.0
784535,4,14,1551447569,748.0;8.0
784534,4,14,1551447569,745.0;9.0
784536,4,14,1551447570,755.0;11.0
784537,4,14,1551447571,750.0;9.0
784539,4,14,1551447572,743.0;12.0
784538,4,14,1551447572,747.0;11.0
784475,4,14,1551447525,720.0;10.0
784474,4,14,1551447525,785.0;9.0
784476,4,14,1551447526,723.0;10.0
784478,4,14,1551447527,764.0;10.0
784477,4,14,1551447527,738.0;10.0
784479,4,14,1551447528,729.0;10.0
784480,4,14,1551447529,707.0;11.0
784482,4,14,1551447530,763.0;9.0
784481,4,14,1551447530,731.0;10.0
784483,4,14,1551447531,752.0;10.0
784484,4,14,1551447532,745.0;9.0
784486,4,14,1551447533,737.0;8.0
784485,4,14,1551447533,727.0;10.0
784487,4,14,1551447534,757.0;9.0
784488,4,14,1551447535,733.0;10.0
784490,4,14,1551447536,704.0;9.0
784489,4,14,1551447536,698.0;10.0
784491,4,14,1551447537,757.0;8.0
784492,4,14,1551447538,774.0;10.0
784494,4,14,1551447539,760.0;8.0
784493,4,14,1551447539,735.0;9.0
784495,4,14,1551447540,749.0;9.0
784496,4,14,1551447541,750.0;8.0
784498,4,14,1551447542,706.0;10.0
784497,4,14,1551447542,742.0;9.0
784499,4,14,1551447543,714.0;8.0
784500,4,14,1551447544,748.0;8.0
784502,4,14,1551447545,761.0;8.0
784501,4,14,1551447545,816.0;8.0
784503,4,14,1551447546,757.0;9.0
784504,4,14,1551447547,794.0;9.0
784506,4,14,1551447548,764.0;9.0
784505,4,14,1551447548,831.0;9.0
784442,4,14,1551447501,765.0;10.0
784441,4,14,1551447501,749.0;15.0
784443,4,14,1551447502,757.0;11.0
784444,4,14,1551447503,773.0;15.0
784446,4,14,1551447504,716.0;12.0
784445,4,14,1551447504,749.0;11.0
784447,4,14,1551447505,758.0;11.0
784448,4,14,1551447506,730.0;12.0
784450,4,14,1551447507,776.0;12.0
784449,4,14,1551447507,735.0;12.0
784451,4,14,1551447508,698.0;13.0
784452,4,14,1551447509,699.0;11.0
784454,4,14,1551447510,708.0;11.0
784453,4,14,1551447510,737.0;11.0
784455,4,14,1551447511,707.0;11.0
784457,4,14,1551447512,712.0;10.0
784456,4,14,1551447512,735.0;10.0
784458,4,14,1551447513,696.0;9.0
784460,4,14,1551447514,675.0;12.0
784459,4,14,1551447514,675.0;13.0
784461,4,14,1551447515,690.0;10.0
784462,4,14,1551447516,698.0;10.0
784464,4,14,1551447517,773.0;10.0
784463,4,14,1551447517,714.0;11.0
784465,4,14,1551447518,707.0;12.0
784467,4,14,1551447519,699.0;10.0
784466,4,14,1551447519,697.0;12.0
784468,4,14,1551447520,705.0;11.0
784469,4,14,1551447521,757.0;9.0
784471,4,14,1551447522,700.0;8.0
784470,4,14,1551447522,703.0;9.0
784472,4,14,1551447523,736.0;8.0
784473,4,14,1551447524,716.0;10.0
784409,4,14,1551447476,670.0;12.0
784411,4,14,1551447477,736.0;11.0
784410,4,14,1551447477,707.0;11.0
784412,4,14,1551447478,703.0;11.0
784414,4,14,1551447479,694.0;12.0
784413,4,14,1551447479,731.0;12.0
784415,4,14,1551447480,719.0;11.0
784416,4,14,1551447481,737.0;11.0
784417,4,14,1551447482,781.0;12.0
784419,4,14,1551447483,812.0;11.0
784418,4,14,1551447483,842.0;10.0
784420,4,14,1551447484,782.0;9.0
784421,4,14,1551447485,812.0;9.0
784422,4,14,1551447486,820.0;10.0
784424,4,14,1551447487,763.0;10.0
784423,4,14,1551447487,766.0;11.0
784425,4,14,1551447488,771.0;10.0
784426,4,14,1551447489,782.0;13.0
784428,4,14,1551447490,770.0;11.0
784427,4,14,1551447490,809.0;10.0
784429,4,14,1551447491,784.0;9.0
784430,4,14,1551447492,808.0;9.0
784431,4,14,1551447493,839.0;13.0
784433,4,14,1551447494,750.0;10.0
784432,4,14,1551447494,753.0;10.0
784434,4,14,1551447495,784.0;9.0
784435,4,14,1551447496,805.0;10.0
784436,4,14,1551447497,791.0;11.0
784438,4,14,1551447498,792.0;10.0
784437,4,14,1551447498,744.0;11.0
784439,4,14,1551447499,801.0;10.0
784440,4,14,1551447500,805.0;9.0
784376,4,14,1551447452,762.0;10.0
784378,4,14,1551447453,719.0;12.0
784377,4,14,1551447453,732.0;10.0
784379,4,14,1551447454,733.0;11.0
784380,4,14,1551447455,786.0;10.0
784382,4,14,1551447456,739.0;10.0
784381,4,14,1551447456,750.0;10.0
784383,4,14,1551447457,757.0;8.0
784384,4,14,1551447458,761.0;8.0
784386,4,14,1551447459,740.0;11.0
784385,4,14,1551447459,782.0;10.0
784387,4,14,1551447460,755.0;11.0
784388,4,14,1551447461,745.0;10.0
784390,4,14,1551447462,715.0;11.0
784389,4,14,1551447462,680.0;12.0
784391,4,14,1551447463,753.0;10.0
784392,4,14,1551447464,764.0;11.0
784394,4,14,1551447465,828.0;15.0
784393,4,14,1551447465,781.0;15.0
784395,4,14,1551447466,777.0;13.0
784396,4,14,1551447467,779.0;11.0
784398,4,14,1551447468,713.0;9.0
784397,4,14,1551447468,750.0;9.0
784399,4,14,1551447469,666.0;11.0
784401,4,14,1551447470,639.0;10.0
784400,4,14,1551447470,694.0;10.0
784402,4,14,1551447471,667.0;10.0
784404,4,14,1551447472,663.0;12.0
784403,4,14,1551447472,677.0;11.0
784405,4,14,1551447473,676.0;12.0
784406,4,14,1551447474,670.0;12.0
784408,4,14,1551447475,725.0;13.0
784407,4,14,1551447475,727.0;12.0
784345,4,14,1551447428,728.0;11.0
784344,4,14,1551447428,738.0;11.0
784346,4,14,1551447429,719.0;11.0
784347,4,14,1551447430,724.0;11.0
784349,4,14,1551447431,726.0;11.0
784348,4,14,1551447431,725.0;11.0
784350,4,14,1551447432,726.0;12.0
784352,4,14,1551447433,672.0;11.0
784351,4,14,1551447433,684.0;11.0
784353,4,14,1551447434,669.0;10.0
784354,4,14,1551447435,696.0;8.0
784356,4,14,1551447436,764.0;10.0
784355,4,14,1551447436,786.0;8.0
784357,4,14,1551447437,807.0;9.0
784358,4,14,1551447438,870.0;10.0
784359,4,14,1551447439,899.0;10.0
784360,4,14,1551447440,801.0;10.0
784362,4,14,1551447441,786.0;8.0
784361,4,14,1551447441,806.0;9.0
784363,4,14,1551447442,799.0;9.0
784364,4,14,1551447443,803.0;9.0
784366,4,14,1551447444,671.0;12.0
784365,4,14,1551447444,748.0;10.0
784367,4,14,1551447445,714.0;10.0
784369,4,14,1551447446,753.0;11.0
784368,4,14,1551447446,706.0;10.0
784370,4,14,1551447447,758.0;11.0
784371,4,14,1551447448,723.0;9.0
784372,4,14,1551447449,747.0;8.0
784374,4,14,1551447450,813.0;8.0
784373,4,14,1551447450,786.0;8.0
784375,4,14,1551447451,813.0;11.0
784312,4,14,1551447403,879.0;10.0
784313,4,14,1551447404,874.0;10.0
784314,4,14,1551447405,860.0;10.0
784315,4,14,1551447406,883.0;10.0
784316,4,14,1551447407,877.0;10.0
784318,4,14,1551447408,780.0;11.0
784317,4,14,1551447408,830.0;10.0
784319,4,14,1551447409,784.0;11.0
784320,4,14,1551447410,770.0;10.0
784322,4,14,1551447411,706.0;11.0
784321,4,14,1551447411,731.0;11.0
784323,4,14,1551447412,747.0;10.0
784324,4,14,1551447413,761.0;10.0
784326,4,14,1551447414,782.0;11.0
784325,4,14,1551447414,769.0;10.0
784327,4,14,1551447415,751.0;11.0
784328,4,14,1551447416,808.0;11.0
784329,4,14,1551447417,840.0;10.0
784331,4,14,1551447418,773.0;10.0
784330,4,14,1551447418,775.0;10.0
784332,4,14,1551447419,753.0;10.0
784333,4,14,1551447420,815.0;12.0
784335,4,14,1551447421,718.0;11.0
784334,4,14,1551447421,700.0;11.0
784336,4,14,1551447422,682.0;10.0
784338,4,14,1551447423,705.0;10.0
784337,4,14,1551447423,723.0;10.0
784339,4,14,1551447424,728.0;10.0
784340,4,14,1551447425,735.0;11.0
784342,4,14,1551447426,709.0;11.0
784341,4,14,1551447426,689.0;12.0
784343,4,14,1551447427,690.0;11.0
784312,4,14,1551447403,879.0;10.0
784313,4,14,1551447404,874.0;10.0
